r,u-g,g-r,r-i,i-z
0.1050204411149025,0.38372212648391724,1.1225377321243286,0.43670332431793213,-0.6770232319831848
1.9647101163864136,-1.028698444366455,1.2321025133132935,1.0604281425476074,-0.696563720703125
-1.4518001079559326,1.1976289749145508,-0.9685129523277283,-1.334370493888855,-0.21501865983009338
-1.6048228740692139,0.8664407134056091,-1.2741317749023438,-1.4187488555908203,-0.5121493339538574
0.4160206615924835,0.0431336984038353,0.3234107196331024,0.2841607630252838,0.06085779890418053
1.8289570808410645,-2.3277814388275146,0.036477044224739075,2.010693073272705,1.6253994703292847
-1.9790806770324707,0.3881840705871582,-1.253786325454712,-1.7147268056869507,-0.8595002889633179
0.5969319939613342,-1.6170810461044312,0.7220755219459534,-0.12398641556501389,0.6411669850349426
-1.1854779720306396,0.971436619758606,-1.8794711828231812,-0.9481028914451599,0.5495744943618774
1.7475674152374268,0.8336294889450073,0.2944949269294739,-0.7889562249183655,0.9948327541351318
-0.1229260191321373,0.8135921359062195,0.9718814492225647,0.5715566873550415,-0.4830528199672699
0.8370378017425537,-0.39107587933540344,1.2746434211730957,0.0061290026642382145,1.2941615581512451
0.7850361466407776,-0.27717262506484985,1.4491291046142578,0.2629963159561157,-1.9225467443466187
1.4117004871368408,-1.7917479276657104,-1.1000360250473022,1.5825213193893433,-0.22476094961166382
0.9984440207481384,-1.042620062828064,1.319914698600769,0.7986776232719421,0.9250161051750183
-0.029408596456050873,0.8318169116973877,0.5596126317977905,0.15730828046798706,0.8221911191940308
-1.1907471418380737,0.7610214352607727,-1.6207523345947266,-1.3821971416473389,0.07721292972564697
-0.24762526154518127,0.39629092812538147,-1.1456393003463745,0.15667133033275604,1.0881948471069336
-0.33162909746170044,0.7532254457473755,-0.1396636962890625,-0.07955676317214966,-0.19391344487667084
-0.556486964225769,-0.08832618594169617,-0.8486172556877136,-0.21139304339885712,1.531720757484436
1.7195056676864624,-1.2361665964126587,-0.7775611281394958,1.7512445449829102,0.7872641682624817
1.6846649646759033,0.45645588636398315,-0.8613410592079163,1.539555549621582,-0.45498088002204895
0.391182005405426,1.228981614112854,0.3377368450164795,1.1039974689483643,0.48763737082481384
1.1470201015472412,1.1787526607513428,1.1728636026382446,0.6960737109184265,-0.21043623983860016
0.9327661991119385,-1.2776768207550049,0.8633866310119629,1.4434999227523804,-1.0686522722244263
-0.6825546026229858,1.0286247730255127,-0.8855394721031189,-1.0751564502716064,-0.1236497163772583
-1.9156535863876343,0.3002089560031891,-1.6325432062149048,-1.5424277782440186,-0.5684422850608826
0.10459506511688232,1.5216563940048218,0.9146032929420471,0.17003598809242249,-0.10960441827774048
0.09879061579704285,-2.0690853595733643,1.6486091613769531,0.7270828485488892,0.9314426779747009
0.6868676543235779,0.7688008546829224,1.6331866979599,-0.6458337306976318,-0.4434875547885895
1.6028674840927124,1.513909935951233,1.8068395853042603,2.1988487243652344,-0.5265485644340515
0.0772789791226387,0.5193231105804443,1.3691970109939575,0.3643486797809601,0.7582421898841858
0.5252008438110352,-0.38198330998420715,1.1066830158233643,-0.468059241771698,0.9402535557746887
-1.6297327280044556,-0.08371541649103165,-0.7111486196517944,-1.0888563394546509,-2.3252220153808594
-0.046386055648326874,0.720903754234314,0.39421382546424866,-0.16177845001220703,0.22429735958576202
-0.3233577311038971,0.11830843985080719,0.19378510117530823,-0.4653661847114563,0.7847866415977478
-1.3984417915344238,0.12769536674022675,-1.672063946723938,-0.990554690361023,0.31348687410354614
0.5252160429954529,-1.0880563259124756,0.35084542632102966,0.38201549649238586,0.6138401031494141
-0.9892005920410156,0.1730687916278839,-1.1964080333709717,-0.7694679498672485,-0.7055795192718506
0.196808323264122,-0.08338134735822678,1.089895486831665,0.14948615431785583,1.2058475017547607
0.8963712453842163,-1.6904234886169434,-0.24628213047981262,-0.0957038551568985,-1.349632740020752
-1.1085021495819092,0.8083694577217102,-1.2288711071014404,-0.9593555927276611,-1.4685707092285156
-0.7549881339073181,0.16989019513130188,-0.5299057364463806,-1.0304362773895264,-1.0683356523513794
-1.1318917274475098,0.3624246120452881,-0.2684512734413147,-0.0504361167550087,-1.4274406433105469
-1.460700273513794,0.31826505064964294,-1.6055723428726196,-1.0258995294570923,-0.5872935056686401
1.8204694986343384,-1.6002488136291504,1.6151130199432373,2.206033945083618,-1.626217007637024
-0.3770935833454132,1.3017483949661255,-0.13931581377983093,0.04304942116141319,-1.2197976112365723
0.17028573155403137,0.0433553047478199,0.47628071904182434,0.49338018894195557,-1.5804859399795532
0.2787191867828369,0.42066121101379395,0.5199127197265625,-0.42815524339675903,0.1516120284795761
-1.2823516130447388,0.2590196430683136,-1.378889560699463,-1.3083674907684326,0.12596166133880615
-0.4670771658420563,0.09352803230285645,-0.8192586898803711,-0.5563374757766724,0.3501834571361542
-0.6934565305709839,0.8499491214752197,-0.4860207736492157,-1.021630883216858,-0.799742579460144
-0.3047710955142975,-0.12950889766216278,-0.8681773543357849,-0.0893344134092331,1.2596629858016968
0.12806060910224915,1.4038105010986328,0.38913801312446594,-0.36856183409690857,-0.21427354216575623
-0.6803213953971863,-0.02663314901292324,0.33573392033576965,-0.5095723867416382,0.07162461429834366
0.7321241497993469,-0.8444396257400513,0.9323976635932922,0.39068689942359924,1.207076907157898
0.4787231981754303,0.31611183285713196,1.0819523334503174,0.1277853548526764,0.5571746230125427
0.6545032262802124,-1.980247139930725,0.5164445042610168,0.3989001214504242,1.091082215309143
-1.423943042755127,1.5590485334396362,-0.9001607298851013,-0.9550533890724182,-1.5695515871047974
-0.5041090250015259,0.4015963077545166,-1.7095606327056885,-1.842316746711731,-0.38805148005485535
2.155400276184082,0.2765862047672272,1.3582178354263306,2.0127828121185303,-0.9921668767929077
-1.399417519569397,0.6739691495895386,-1.368263602256775,-1.237029790878296,-0.2749626338481903
0.3832845985889435,-1.9055254459381104,0.7749841809272766,0.5085551142692566,-1.1850941181182861
1.8770625591278076,-0.29636985063552856,1.207540512084961,1.9448531866073608,-2.7698097229003906
-0.14702962338924408,-1.2123453617095947,0.291690856218338,-0.1891893893480301,-1.4703961610794067
-0.33010056614875793,-0.4745030403137207,-0.6191304326057434,-0.1734110563993454,0.36104342341423035
1.3186317682266235,-0.8202711343765259,-0.3647810220718384,-0.5005992650985718,1.856979250907898
-1.1278494596481323,1.1453624963760376,-1.8123893737792969,-1.062764048576355,0.9472948312759399
-1.5249196290969849,0.6666296124458313,-0.9990837574005127,-0.538011372089386,-0.8014004826545715
-1.6339234113693237,0.4177141487598419,-1.8771309852600098,-0.8287484645843506,-0.061116475611925125
-1.346616506576538,1.0603312253952026,-1.6914077997207642,-0.6891682744026184,-0.1607002317905426
1.8490558862686157,0.024945298209786415,-0.5310494899749756,1.7012834548950195,0.7934113144874573
-1.4366562366485596,1.1413801908493042,-1.780911922454834,-1.3961987495422363,-0.5020344853401184
-0.7988247275352478,-0.26729288697242737,-1.1121536493301392,-0.7204679250717163,0.7454822063446045
1.2668287754058838,0.570289671421051,-0.07237622886896133,0.1419992744922638,0.8164724111557007
0.8955053091049194,-1.6860904693603516,1.4271234273910522,-0.24688313901424408,-0.018216850236058235
0.20505282282829285,1.3649860620498657,0.21368776261806488,-0.054000768810510635,-2.1699228286743164
-0.14058126509189606,0.006178073585033417,0.36955687403678894,-0.09063065052032471,0.1931704580783844
0.39705538749694824,-1.2474818229675293,0.37356796860694885,0.32768529653549194,0.4156971275806427
-0.81775963306427,1.1408873796463013,-0.9945192337036133,-1.008188009262085,-0.7870571613311768
0.9831820726394653,-1.2803725004196167,1.3133419752120972,1.2556571960449219,0.9478909373283386
0.5250874757766724,-1.1862750053405762,0.3569490313529968,0.25038036704063416,0.6912196278572083
-0.35603654384613037,0.6721764206886292,-0.6038292050361633,-0.7354975938796997,-1.0986429452896118
-0.07335623353719711,0.960723340511322,-0.616737425327301,0.22817671298980713,-0.02242671325802803
-1.6575641632080078,0.24556107819080353,-1.8421062231063843,-1.0675020217895508,-0.501494288444519
-0.602279782295227,-0.552829921245575,0.1751737743616104,-0.14892780780792236,-0.6652132272720337
-1.6732865571975708,1.3400733470916748,-0.7420093417167664,-0.5923750996589661,-0.863784670829773
1.9271711111068726,0.19586795568466187,0.5546475052833557,2.082902431488037,0.5053709745407104
0.7638481855392456,-0.5015921592712402,1.6586500406265259,-0.12581902742385864,2.413444995880127
-0.8030760884284973,0.982791543006897,0.7729654312133789,0.215706005692482,0.11692721396684647
0.2281596064567566,1.5194932222366333,0.3786754310131073,0.5561695098876953,1.6240583658218384
-0.4688008427619934,1.3382244110107422,1.3013560771942139,0.3731541633605957,-0.9610027074813843
1.2977290153503418,-0.4506487548351288,0.8058185577392578,2.0901100635528564,-0.6452443599700928
-1.0950117111206055,-0.7986494898796082,-1.7947214841842651,-0.4364466965198517,1.4133975505828857
-0.2618623673915863,0.9555635452270508,-0.2949266731739044,-0.22132714092731476,-1.7848879098892212
0.5067790150642395,1.0190426111221313,0.4889886975288391,0.0042516933754086494,0.24266429245471954
-0.8909737467765808,1.1550008058547974,-0.7790475487709045,-0.7070474028587341,-0.3529196083545685
2.0586822032928467,-1.9990407228469849,0.1677049994468689,1.4903879165649414,1.419227957725525
-1.0594160556793213,0.7658538222312927,-1.809553623199463,-1.4750345945358276,0.8989372849464417
0.36090466380119324,-1.4598287343978882,0.8197441101074219,0.3465924561023712,0.6717164516448975
-0.1233198419213295,-0.39371201395988464,0.8844435811042786,1.0443593263626099,0.10487508773803711
-1.364008903503418,-0.4490644037723541,-1.3594032526016235,-1.0334645509719849,-0.4334658682346344
0.7006875872612,-1.5668554306030273,0.5420185923576355,0.5116504430770874,-0.3599795401096344
-0.3905734121799469,0.4784777760505676,0.9560953378677368,0.4302891790866852,-0.48441267013549805
-0.6835537552833557,0.04651404544711113,-0.9896911382675171,-0.9002538323402405,-0.7065109014511108
-0.2295551598072052,0.6727486252784729,1.1395994424819946,0.6012919545173645,1.108741283416748
-0.10930946469306946,0.5563680529594421,0.8713244795799255,-0.44160929322242737,-0.9287022948265076
1.1018255949020386,-0.37425681948661804,1.4730693101882935,0.384507417678833,0.10530352592468262
1.1291195154190063,0.8174983859062195,2.1826395988464355,0.24995572865009308,0.963128387928009
0.5261836647987366,-1.9042322635650635,-1.3216536045074463,-1.2223912477493286,0.6562368273735046
0.5336311459541321,-0.04985569044947624,0.7676050066947937,0.14317259192466736,-1.9640306234359741
1.3760019540786743,-1.0322375297546387,-1.190067172050476,-1.016010046005249,0.47795096039772034
-1.035034418106079,1.3483257293701172,-1.1301904916763306,-0.9028351306915283,0.2711274325847626
0.3390810191631317,-1.5908222198486328,0.8753672242164612,-0.2832448184490204,-1.3352707624435425
0.4321076273918152,-0.9385271668434143,0.480592280626297,0.3994476795196533,-2.0221304893493652
-0.863274335861206,0.8861803412437439,-0.8236703872680664,-0.8737145066261292,0.5523127913475037
-0.5295190811157227,0.5995551347732544,-0.5717666745185852,-0.6238312125205994,-0.8491246700286865
-1.3687113523483276,0.881725013256073,-1.8359235525131226,-1.0108698606491089,-1.036426305770874
-0.8842916488647461,0.36959874629974365,-1.0228183269500732,-1.2507966756820679,-0.9575193524360657
0.6988283395767212,1.3112411499023438,0.6138811111450195,0.6785297989845276,0.6176401972770691
0.1504814177751541,0.012743625789880753,1.1064248085021973,0.46726545691490173,1.0081888437271118
1.416439175605774,-0.051747627556324005,0.12475825101137161,1.7292531728744507,-0.5823944211006165
0.09935621917247772,-0.9646438360214233,1.5781170129776,-0.4539905786514282,0.08563265949487686
-0.10180235654115677,0.5007113218307495,-0.0891796424984932,0.18157920241355896,-0.3704669177532196
